time,ssid,bssid,rssi,rsrp1,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-13 19:40:16.901,"Huawei-Guest",ac:75:1d:f6:30:f2,-51,-85,221,600,1,0,default
2025-01-13 19:40:18.776,"Huawei-Guest",ac:75:1d:f6:30:f2,-52,-85,28,207,1,0,default
2025-01-13 19:40:20.062,"Huawei-Guest",ac:75:1d:f6:30:f2,-52,-85,68,215,1,0,default
2025-01-13 19:40:21.416,"Huawei-Guest",ac:75:1d:f6:30:f2,-54,-85,30,196,1,0,default
2025-01-13 19:40:22.705,"Huawei-Guest",ac:75:1d:f6:30:f2,-54,-85,44,211,1,0,default
2025-01-13 19:40:24.034,"Huawei-Guest",ac:75:1d:f6:30:f2,-54,-74,47,208,1,0,default
2025-01-13 19:40:25.378,"Huawei-Guest",ac:75:1d:f6:30:f2,-57,-74,50,200,1,0,default
2025-01-13 19:40:26.723,"Huawei-Guest",ac:75:1d:f6:30:f2,-57,-74,49,222,1,0,default
2025-01-13 19:40:28.076,"Huawei-Guest",ac:75:1d:f6:30:f2,-61,-74,278,252,1,0,default
2025-01-13 19:40:29.666,"Huawei-Guest",ac:75:1d:f6:30:f2,-61,-74,37,225,1,0,default
2025-01-13 19:40:31.009,"Huawei-Guest",ac:75:1d:f6:30:f2,-66,-74,44,268,1,0,default
2025-01-13 19:40:32.446,"Huawei-Guest",ac:75:1d:f6:30:f2,-66,-74,190,340,1,0,default
2025-01-13 19:40:34.073,"Huawei-Guest",ac:75:1d:f6:30:f2,-71,-75,87,829,1,0,default
2025-01-13 19:40:36.084,"Huawei-Guest",7c:c3:85:7c:e1:32,-71,-75,44,218,1,0,default
2025-01-13 19:40:37.449,"Huawei-Guest",7c:c3:85:7c:e1:32,-51,-75,52,267,1,0,default
2025-01-13 19:40:38.861,"Huawei-Guest",7c:c3:85:7c:e1:32,-51,-75,48,222,1,0,default
2025-01-13 19:40:40.247,"Huawei-Guest",7c:c3:85:7c:e1:32,-59,-75,54,229,1,0,default
2025-01-13 19:40:41.612,"Huawei-Guest",7c:c3:85:7c:e1:32,-59,-75,36,200,1,0,default
2025-01-13 19:40:42.965,"Huawei-Guest",7c:c3:85:7c:e1:32,-64,-75,33,211,1,0,default
2025-01-13 19:40:44.317,"Huawei-Guest",7c:c3:85:7c:e1:32,-64,-75,68,206,1,0,default
2025-01-13 19:40:45.684,"Huawei-Guest",7c:c3:85:7c:e1:32,-53,-75,69,231,1,0,default
2025-01-13 19:40:47.105,"Huawei-Guest",7c:c3:85:7c:e1:32,-53,-75,50,210,1,0,default
2025-01-13 19:40:48.477,"Huawei-Guest",7c:c3:85:7c:e1:32,-53,-75,44,221,1,0,default
2025-01-13 19:40:49.841,"Huawei-Guest",7c:c3:85:7c:e1:32,-49,-75,74,243,1,0,default
2025-01-13 19:40:51.266,"Huawei-Guest",7c:c3:85:7c:e1:32,-49,-75,67,215,1,0,default
2025-01-13 19:40:52.654,"Huawei-Guest",7c:c3:85:7c:e1:32,-48,-75,46,206,1,0,default
2025-01-13 19:40:54.004,"Huawei-Guest",7c:c3:85:7c:e1:32,-48,-75,66,217,1,0,default
2025-01-13 19:40:55.393,"Huawei-Guest",7c:c3:85:7c:e1:32,-48,-71,53,200,1,0,default
2025-01-13 19:40:56.766,"Huawei-Guest",7c:c3:85:7c:e1:32,-48,-71,47,242,1,0,default
2025-01-13 19:40:58.168,"Huawei-Guest",7c:c3:85:7c:e1:32,-42,-71,37,218,1,0,default
2025-01-13 19:40:59.516,"Huawei-Guest",7c:c3:85:7c:e1:32,-42,-71,54,213,1,0,default
2025-01-13 19:41:00.884,"Huawei-Guest",7c:c3:85:7c:e1:32,-47,-71,52,228,1,0,default
2025-01-13 19:41:02.271,"Huawei-Guest",7c:c3:85:7c:e1:32,-47,-71,77,216,1,0,default
2025-01-13 19:41:03.684,"Huawei-Guest",7c:c3:85:7c:e1:32,-52,-71,213,479,1,0,default
2025-01-13 19:41:05.437,"Huawei-Guest",7c:c3:85:7c:e1:32,-52,-71,234,262,1,0,default
2025-01-13 19:41:06.966,<unknown ssid>,null,-127,-98,,0,0,default
2025-01-13 19:41:07.996,<unknown ssid>,null,-127,-98,,0,0,default
2025-01-13 19:41:10.113,"Huawei-Guest",7c:c3:85:7c:e2:d2,-78,-100,,0,0,default
2025-01-13 19:41:11.140,"Huawei-Guest",7c:c3:85:7c:e2:d2,-80,-100,210,1031,1,0,default
2025-01-13 19:41:13.427,"Huawei-Guest",7c:c3:85:7c:e2:d2,-80,-100,33,244,1,0,default
2025-01-13 19:41:14.746,"Huawei-Guest",7c:c3:85:7c:e2:d2,-71,-100,465,254,1,0,default
2025-01-13 19:41:16.533,"Huawei-Guest",7c:c3:85:7c:e1:32,-71,-100,28,208,1,0,default
2025-01-13 19:41:17.801,"Huawei-Guest",7c:c3:85:7c:e1:32,-71,-100,31,283,1,0,default
2025-01-13 19:41:19.162,"Huawei-Guest",7c:c3:85:7c:e1:32,-75,-100,27,230,1,0,default
2025-01-13 19:41:20.457,"Huawei-Guest",7c:c3:85:7c:e1:32,-75,-100,31,202,1,0,default
2025-01-13 19:41:21.733,"Huawei-Guest",7c:c3:85:7c:e1:32,-74,-100,47,213,1,0,default
2025-01-13 19:41:23.043,"Huawei-Guest",7c:c3:85:7c:e1:32,-74,-100,45,245,1,0,default
2025-01-13 19:41:24.421,"Huawei-Guest",7c:c3:85:7c:e1:32,-74,-100,45,234,1,0,default
2025-01-13 19:41:25.746,"Huawei-Guest",7c:c3:85:7c:e1:32,-74,-100,31,262,1,0,default
2025-01-13 19:41:27.093,"Huawei-Guest",7c:c3:85:7c:e1:32,-76,-100,267,213,1,0,default
2025-01-13 19:41:28.618,"Huawei-Guest",7c:c3:85:7c:e1:32,-76,-100,33,444,1,0,default
2025-01-13 19:41:30.147,"Huawei-Guest",7c:c3:85:7c:e1:32,-76,-100,53,204,1,0,default
2025-01-13 19:41:31.463,"Huawei-Guest",7c:c3:85:7c:e1:32,-76,-100,46,219,1,0,default
2025-01-13 19:41:32.800,"Huawei-Guest",7c:c3:85:7c:e1:32,-76,-100,30,193,1,0,default
2025-01-13 19:41:34.080,"Huawei-Guest",7c:c3:85:7c:e1:32,-77,-105,47,202,1,0,default
2025-01-13 19:41:35.373,"Huawei-Guest",7c:c3:85:7c:e1:32,-77,-105,73,214,1,0,default
2025-01-13 19:41:36.728,"Huawei-Guest",7c:c3:85:7c:e1:32,-76,-105,54,224,1,0,default
2025-01-13 19:41:38.065,"Huawei-Guest",7c:c3:85:7c:e1:32,-76,-105,60,186,1,0,Door2_1
