time,ssid,bssid,rssi,rsrp1,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-13 19:33:22.511,"Huawei-Guest",7c:c3:85:7c:e1:32,-72,-82,268,1025,1,0,default
2025-01-13 19:33:24.873,"Huawei-Guest",7c:c3:85:7c:e1:32,-72,-82,60,213,1,0,default
2025-01-13 19:33:26.218,"Huawei-Guest",7c:c3:85:7c:e1:32,-71,-77,33,264,1,0,default
2025-01-13 19:33:27.617,"Huawei-Guest",7c:c3:85:7c:e1:32,-71,-77,51,221,1,0,default
2025-01-13 19:33:28.979,"Huawei-Guest",7c:c3:85:7c:e1:32,-68,-77,48,218,1,0,default
2025-01-13 19:33:30.318,"Huawei-Guest",7c:c3:85:7c:e1:32,-68,-77,71,206,1,0,default
2025-01-13 19:33:31.677,"Huawei-Guest",7c:c3:85:7c:e1:32,-68,-77,71,202,1,0,default
2025-01-13 19:33:33.017,"Huawei-Guest",7c:c3:85:7c:e1:32,-65,-77,50,204,1,0,default
2025-01-13 19:33:34.337,"Huawei-Guest",7c:c3:85:7c:e1:32,-65,-77,63,233,1,0,default
2025-01-13 19:33:35.719,"Huawei-Guest",7c:c3:85:7c:e1:32,-50,-77,50,305,1,0,default
2025-01-13 19:33:37.174,"Huawei-Guest",7c:c3:85:7c:e1:32,-50,-62,51,185,1,0,default
2025-01-13 19:33:38.515,"Huawei-Guest",7c:c3:85:7c:e1:32,-43,-62,67,228,1,0,default
2025-01-13 19:33:39.911,"Huawei-Guest",7c:c3:85:7c:e1:32,-43,-62,76,224,1,0,default
2025-01-13 19:33:41.339,"Huawei-Guest",7c:c3:85:7c:e1:32,-45,-62,46,207,1,0,default
2025-01-13 19:33:42.699,"Huawei-Guest",7c:c3:85:7c:e1:32,-45,-62,68,211,1,0,default
2025-01-13 19:33:44.074,"Huawei-Guest",7c:c3:85:7c:e1:32,-45,-62,41,219,1,0,default
2025-01-13 19:33:45.445,"Huawei-Guest",7c:c3:85:7c:e1:32,-47,-62,43,202,1,0,default
2025-01-13 19:33:46.737,"Huawei-Guest",7c:c3:85:7c:e1:32,-47,-71,38,321,1,0,default
2025-01-13 19:33:48.168,"Huawei-Guest",7c:c3:85:7c:e1:32,-49,-71,47,187,1,0,default
2025-01-13 19:33:49.452,"Huawei-Guest",7c:c3:85:7c:e1:32,-49,-71,54,188,1,0,default
2025-01-13 19:33:50.750,"Huawei-Guest",7c:c3:85:7c:e1:32,-54,-71,62,222,1,0,default
2025-01-13 19:33:52.093,"Huawei-Guest",7c:c3:85:7c:e1:32,-54,-71,69,211,1,0,default
2025-01-13 19:33:53.482,"Huawei-Guest",7c:c3:85:7c:e1:32,-51,-71,45,204,1,0,default
2025-01-13 19:33:54.812,"Huawei-Guest",7c:c3:85:7c:e1:32,-51,-71,67,191,1,0,default
2025-01-13 19:33:56.148,"Huawei-Guest",7c:c3:85:7c:e1:32,-51,-71,115,241,1,0,default
2025-01-13 19:33:57.579,"Huawei-Guest",7c:c3:85:7c:e1:32,-47,-71,45,209,1,0,default
2025-01-13 19:33:58.922,"Huawei-Guest",7c:c3:85:7c:e1:32,-47,-71,68,217,1,0,default
2025-01-13 19:34:00.281,"Huawei-Guest",7c:c3:85:7c:e1:32,-48,-71,97,200,1,0,default
2025-01-13 19:34:01.659,"Huawei-Guest",7c:c3:85:7c:e1:32,-48,-76,35,223,1,0,default
