time,ssid,bssid,rssi,rsrp1,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-13 19:42:10.177,"Huawei-Guest",ac:75:1d:f6:30:92,-53,-82,385,843,1,0,default
2025-01-13 19:42:12.480,"Huawei-Guest",ac:75:1d:f6:30:92,-53,-82,125,220,1,0,default
2025-01-13 19:42:13.906,"Huawei-Guest",ac:75:1d:f6:30:92,-55,-82,28,247,1,0,default
2025-01-13 19:42:15.272,"Huawei-Guest",ac:75:1d:f6:30:92,-55,-82,78,221,1,0,default
2025-01-13 19:42:16.652,"Huawei-Guest",ac:75:1d:f6:30:92,-61,-82,28,205,1,0,default
2025-01-13 19:42:17.960,"Huawei-Guest",ac:75:1d:f6:30:92,-61,-82,36,211,1,0,default
2025-01-13 19:42:19.265,"Huawei-Guest",ac:75:1d:f6:30:92,-57,-82,49,223,1,0,default
2025-01-13 19:42:20.601,"Huawei-Guest",ac:75:1d:f6:30:92,-57,-82,69,219,1,0,default
2025-01-13 19:42:21.959,"Huawei-Guest",ac:75:1d:f6:30:92,-62,-82,178,299,1,0,default
2025-01-13 19:42:23.517,"Huawei-Guest",ac:75:1d:f6:30:92,-62,-82,56,246,1,0,default
2025-01-13 19:42:24.898,"Huawei-Guest",ac:75:1d:f6:30:92,-67,-60,39,210,1,0,default
2025-01-13 19:42:26.229,"Huawei-Guest",ac:75:1d:f6:30:92,-67,-60,73,552,1,0,default
2025-01-13 19:42:28.027,"Huawei-Guest",ac:75:1d:f6:30:92,-71,-60,66,335,1,0,default
2025-01-13 19:42:29.527,"Huawei-Guest",7c:c3:85:7c:e1:32,-71,-60,33,235,1,0,default
2025-01-13 19:42:30.897,"Huawei-Guest",7c:c3:85:7c:e1:32,-44,-60,143,206,1,0,default
2025-01-13 19:42:32.346,"Huawei-Guest",7c:c3:85:7c:e1:32,-44,-60,39,217,1,0,default
2025-01-13 19:42:33.705,"Huawei-Guest",7c:c3:85:7c:e1:32,-44,-60,74,241,1,0,default
2025-01-13 19:42:35.137,"Huawei-Guest",7c:c3:85:7c:e1:32,-53,-60,51,224,1,0,default
2025-01-13 19:42:36.512,"Huawei-Guest",7c:c3:85:7c:e1:32,-53,-60,42,223,1,0,default
2025-01-13 19:42:37.878,"Huawei-Guest",7c:c3:85:7c:e1:32,-52,-60,47,212,1,0,default
2025-01-13 19:42:39.248,"Huawei-Guest",7c:c3:85:7c:e1:32,-52,-60,34,200,1,0,default
2025-01-13 19:42:40.579,"Huawei-Guest",7c:c3:85:7c:e1:32,-52,-72,111,203,1,0,default
2025-01-13 19:42:41.968,"Huawei-Guest",7c:c3:85:7c:e1:32,-52,-72,150,319,1,0,default
2025-01-13 19:42:43.483,"Huawei-Guest",7c:c3:85:7c:e1:32,-53,-72,73,215,1,0,default
2025-01-13 19:42:44.825,"Huawei-Guest",7c:c3:85:7c:e1:32,-53,-72,37,315,1,0,default
2025-01-13 19:42:46.222,"Huawei-Guest",7c:c3:85:7c:e1:32,-53,-72,57,211,1,0,default
2025-01-13 19:42:47.540,"Huawei-Guest",7c:c3:85:7c:e1:32,-50,-72,51,207,1,0,default
2025-01-13 19:42:48.844,"Huawei-Guest",7c:c3:85:7c:e1:32,-50,-72,37,223,1,0,default
2025-01-13 19:42:50.183,"Huawei-Guest",7c:c3:85:7c:e1:32,-48,-72,25,216,1,0,default
2025-01-13 19:42:51.491,"Huawei-Guest",7c:c3:85:7c:e1:32,-48,-72,66,226,1,0,default
2025-01-13 19:42:52.853,"Huawei-Guest",7c:c3:85:7c:e1:32,-49,-72,42,256,1,0,default
2025-01-13 19:42:54.227,"Huawei-Guest",7c:c3:85:7c:e1:32,-49,-72,65,213,1,0,default
2025-01-13 19:42:55.594,"Huawei-Guest",7c:c3:85:7c:e1:32,-41,-76,58,199,1,0,default
2025-01-13 19:42:56.938,"Huawei-Guest",7c:c3:85:7c:e1:32,-41,-76,44,214,1,0,default
2025-01-13 19:42:58.264,"Huawei-Guest",7c:c3:85:7c:e1:32,-41,-76,65,309,1,0,default
2025-01-13 19:42:59.727,"Huawei-Guest",7c:c3:85:7c:e1:32,-50,-76,31,233,1,0,default
2025-01-13 19:43:01.081,"Huawei-Guest",7c:c3:85:7c:e1:32,-56,-76,650,322,1,0,default
2025-01-13 19:43:03.180,"Huawei-Guest",7c:c3:85:7c:e1:32,-56,-76,79,209,1,0,default
2025-01-13 19:43:04.556,"Huawei-Guest",7c:c3:85:7c:e1:32,-62,-76,41,213,1,0,default
2025-01-13 19:43:05.915,"Huawei-Guest",7c:c3:85:7c:e1:32,-62,-76,70,242,1,0,default
2025-01-13 19:43:07.316,"Huawei-Guest",7c:c3:85:7c:e1:32,-62,-76,33,258,1,0,default
2025-01-13 19:43:08.696,"Huawei-Guest",7c:c3:85:7c:e1:32,-71,-76,33,209,1,0,default
2025-01-13 19:43:10.046,"Huawei-Guest",7c:c3:85:7c:e1:32,-71,-76,38,326,1,0,default
2025-01-13 19:43:11.521,"Huawei-Guest",7c:c3:85:7c:e1:32,-74,-104,62,214,1,0,default
2025-01-13 19:43:12.898,"Huawei-Guest",7c:c3:85:7c:e1:32,-74,-104,40,307,1,0,default
2025-01-13 19:43:14.361,"Huawei-Guest",7c:c3:85:7c:e1:32,-76,-104,122,219,1,0,default
