time,ssid,bssid,rssi,rsrp1,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-13 14:18:50.998,"Huawei-Guest",7c:c3:85:7c:e2:52,-52,-87,78,315,1,0,default
2025-01-13 14:18:52.412,"Huawei-Guest",7c:c3:85:7c:e2:52,-49,-87,106,304,1,0,default
2025-01-13 14:18:53.853,"Huawei-Guest",7c:c3:85:7c:e2:52,-50,-87,50,356,1,0,default
2025-01-13 14:18:55.294,"Huawei-Guest",7c:c3:85:7c:e2:52,-48,-87,50,200,1,0,default
2025-01-13 14:18:56.617,"Huawei-Guest",7c:c3:85:7c:e2:52,-47,-87,94,204,1,0,default
2025-01-13 14:18:57.952,"Huawei-Guest",7c:c3:85:7c:e2:52,-47,-87,56,225,1,0,default
2025-01-13 14:18:59.264,"Huawei-Guest",7c:c3:85:7c:e2:52,-45,-87,51,209,1,0,default
2025-01-13 14:19:00.570,"Huawei-Guest",7c:c3:85:7c:e2:52,-44,-87,49,403,1,0,default
2025-01-13 14:19:02.052,"Huawei-Guest",7c:c3:85:7c:e2:52,-43,-87,48,299,1,0,default
2025-01-13 14:19:03.423,"Huawei-Guest",7c:c3:85:7c:e2:52,-44,-87,41,322,1,0,default
2025-01-13 14:19:04.822,"Huawei-Guest",7c:c3:85:7c:e2:52,-51,-87,38,356,1,0,default
2025-01-13 14:19:06.253,"Huawei-Guest",7c:c3:85:7c:e2:52,-55,-87,59,192,1,0,default
2025-01-13 14:19:07.555,"Huawei-Guest",7c:c3:85:7c:e2:52,-54,-87,49,178,1,0,default
2025-01-13 14:19:08.832,"Huawei-Guest",7c:c3:85:7c:e2:52,-56,-87,31,228,1,0,default
2025-01-13 14:19:10.127,"Huawei-Guest",7c:c3:85:7c:e2:52,-59,-87,62,190,1,0,default
2025-01-13 14:19:11.437,"Huawei-Guest",7c:c3:85:7c:e2:52,-63,-87,50,287,1,0,default
2025-01-13 14:19:12.801,"Huawei-Guest",7c:c3:85:7c:e2:52,-67,-87,109,175,1,0,default
2025-01-13 14:19:14.139,"Huawei-Guest",7c:c3:85:7c:e2:52,-71,-87,38,184,1,0,default
2025-01-13 14:19:15.403,"Huawei-Guest",7c:c3:85:7c:e2:52,-72,-87,54,209,1,0,default
2025-01-13 14:19:17.061,"Huawei-Guest",7c:c3:85:7c:e2:52,-73,-87,58,190,1,0,default
2025-01-13 14:19:18.352,"Huawei-Guest",7c:c3:85:7c:e2:52,-72,-87,49,374,1,0,default
2025-01-13 14:19:19.818,"Huawei-Guest",7c:c3:85:7c:e2:52,-71,-87,59,283,1,0,default
2025-01-13 14:19:21.312,"Huawei-Guest",7c:c3:85:7c:e2:52,-71,-87,41,352,1,0,default
2025-01-13 14:19:22.743,"Huawei-Guest",7c:c3:85:7c:e2:52,-78,-87,90,310,1,0,default
2025-01-13 14:19:24.192,"Huawei-Guest",7c:c3:85:7c:e1:32,-68,-87,41,594,1,0,default
2025-01-13 14:19:25.857,"Huawei-Guest",7c:c3:85:7c:e1:32,-71,-87,53,435,1,0,default
2025-01-13 14:19:27.371,"Huawei-Guest",7c:c3:85:7c:e1:32,-76,-87,27,203,1,0,default
2025-01-13 14:19:28.641,"Huawei-Guest",7c:c3:85:7c:e1:32,-81,-87,29,275,1,0,default
2025-01-13 14:19:29.979,"Huawei-Guest",7c:c3:85:7c:e1:32,-80,-87,316,491,1,0,default
2025-01-13 14:19:31.934,"Huawei-Guest",7c:c3:85:7c:e1:32,-80,-87,98,450,1,0,default
2025-01-13 14:19:33.516,"Huawei-Guest",7c:c3:85:7c:e2:d2,-81,-87,32,287,1,0,default
2025-01-13 14:19:34.883,"Huawei-Guest",7c:c3:85:7c:e2:d2,-82,-87,224,229,1,0,default
2025-01-13 14:19:36.541,"Huawei-Guest",7c:c3:85:7c:e2:d2,-88,-87,144,236,1,0,default
2025-01-13 14:19:38.074,"Huawei-Guest",7c:c3:85:7c:e2:d2,-87,-87,47,192,1,0,Door1_1
2025-01-13 14:19:39.426,"Huawei-Guest",7c:c3:85:7c:e1:32,-84,-87,71,310,1,0,default
