time,ssid,bssid,rssi,rsrp1,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-13 14:06:48.704,"Huawei-Guest",7c:c3:85:7c:e2:52,-51,-75,52,207,1,0,default
2025-01-13 14:06:49.995,"Huawei-Guest",7c:c3:85:7c:e2:52,-52,-75,51,195,1,0,default
2025-01-13 14:06:51.284,"Huawei-Guest",7c:c3:85:7c:e2:52,-46,-75,50,377,1,0,default
2025-01-13 14:06:52.744,"Huawei-Guest",7c:c3:85:7c:e2:52,-51,-75,37,244,1,0,default
2025-01-13 14:06:54.177,"Huawei-Guest",7c:c3:85:7c:e2:52,-49,-75,50,247,1,0,default
2025-01-13 14:06:55.508,"Huawei-Guest",7c:c3:85:7c:e2:52,-45,-75,47,242,1,0,default
2025-01-13 14:06:56.825,"Huawei-Guest",7c:c3:85:7c:e2:52,-44,-75,57,255,1,0,default
2025-01-13 14:06:58.165,"Huawei-Guest",7c:c3:85:7c:e2:52,-44,-75,54,354,1,0,default
2025-01-13 14:06:59.606,"Huawei-Guest",7c:c3:85:7c:e2:52,-45,-75,48,244,1,0,default
2025-01-13 14:07:00.936,"Huawei-Guest",7c:c3:85:7c:e2:52,-43,-75,53,245,1,0,default
2025-01-13 14:07:02.269,"Huawei-Guest",7c:c3:85:7c:e2:52,-49,-75,54,247,1,0,default
2025-01-13 14:07:03.601,"Huawei-Guest",7c:c3:85:7c:e2:52,-49,-75,50,250,1,0,default
2025-01-13 14:07:04.930,"Huawei-Guest",7c:c3:85:7c:e2:52,-54,-75,87,191,1,0,default
2025-01-13 14:07:06.250,"Huawei-Guest",7c:c3:85:7c:e2:52,-51,-75,52,252,1,0,default
2025-01-13 14:07:07.600,"Huawei-Guest",7c:c3:85:7c:e2:52,-55,-75,36,373,1,0,default
2025-01-13 14:07:09.035,"Huawei-Guest",7c:c3:85:7c:e2:52,-57,-75,74,189,1,0,default
2025-01-13 14:07:10.338,"Huawei-Guest",7c:c3:85:7c:e2:52,-62,-75,46,375,1,0,default
2025-01-13 14:07:11.790,"Huawei-Guest",7c:c3:85:7c:e2:52,-65,-75,57,461,1,0,default
2025-01-13 14:07:13.341,"Huawei-Guest",7c:c3:85:7c:e2:52,-69,-75,69,191,1,0,default
2025-01-13 14:07:14.649,"Huawei-Guest",7c:c3:85:7c:e2:52,-70,-75,58,253,1,0,default
2025-01-13 14:07:16.035,"Huawei-Guest",7c:c3:85:7c:e2:52,-75,-75,28,210,1,0,default
2025-01-13 14:07:17.429,"Huawei-Guest",7c:c3:85:7c:e1:32,-44,-75,48,172,1,0,default
2025-01-13 14:07:18.692,"Huawei-Guest",7c:c3:85:7c:e1:32,-45,-75,41,180,1,0,default
2025-01-13 14:07:19.947,"Huawei-Guest",7c:c3:85:7c:e1:32,-44,-75,36,202,1,0,default
2025-01-13 14:07:21.230,"Huawei-Guest",7c:c3:85:7c:e1:32,-46,-75,36,204,1,0,default
2025-01-13 14:07:22.514,"Huawei-Guest",7c:c3:85:7c:e1:32,-59,-75,57,236,1,0,default
2025-01-13 14:07:23.836,"Huawei-Guest",7c:c3:85:7c:e1:32,-64,-75,106,329,1,0,default
2025-01-13 14:07:25.308,"Huawei-Guest",7c:c3:85:7c:e1:32,-71,-75,57,182,1,0,default
2025-01-13 14:07:26.681,"Huawei-Guest",7c:c3:85:7c:e1:32,-78,-75,53,274,1,0,default
2025-01-13 14:07:28.056,"Huawei-Guest",7c:c3:85:7c:e1:32,-79,-75,43,455,1,0,default
2025-01-13 14:07:30.674,"Huawei-Guest",7c:c3:85:7c:e1:32,-81,-75,50,373,1,0,default
2025-01-13 14:07:32.168,"Huawei-Guest",7c:c3:85:7c:e1:32,-81,-75,59,436,1,0,default
2025-01-13 14:07:33.708,"Huawei-Guest",7c:c3:85:7c:e1:32,-83,-75,165,272,1,0,Door1_1
2025-01-13 14:07:35.202,"Huawei-Guest",7c:c3:85:7c:e1:32,-83,-75,38,276,1,0,default
