time,ssid,bssid,rssi,rsrp1,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-13 14:08:22.419,"Huawei-Guest",7c:c3:85:7c:e2:52,-50,-75,239,1009,1,0,default
2025-01-13 14:08:24.759,"Huawei-Guest",7c:c3:85:7c:e2:52,-48,-75,35,415,1,0,default
2025-01-13 14:08:26.231,"Huawei-Guest",7c:c3:85:7c:e2:52,-48,-75,46,355,1,0,default
2025-01-13 14:08:27.779,"Huawei-Guest",7c:c3:85:7c:e2:52,-44,-75,33,469,1,0,default
2025-01-13 14:08:29.317,"Huawei-Guest",7c:c3:85:7c:e2:52,-41,-75,48,206,1,0,default
2025-01-13 14:08:30.609,"Huawei-Guest",7c:c3:85:7c:e2:52,-44,-75,54,270,1,0,default
2025-01-13 14:08:32.082,"Huawei-Guest",7c:c3:85:7c:e2:52,-43,-75,49,240,1,0,default
2025-01-13 14:08:33.406,"Huawei-Guest",7c:c3:85:7c:e2:52,-44,-75,47,240,1,0,default
2025-01-13 14:08:34.738,"Huawei-Guest",7c:c3:85:7c:e2:52,-44,-75,33,369,1,0,default
2025-01-13 14:08:36.178,"Huawei-Guest",7c:c3:85:7c:e2:52,-46,-75,53,237,1,0,default
2025-01-13 14:08:37.502,"Huawei-Guest",7c:c3:85:7c:e2:52,-50,-75,34,364,1,0,default
2025-01-13 14:08:38.926,"Huawei-Guest",7c:c3:85:7c:e2:52,-49,-75,44,194,1,0,default
2025-01-13 14:08:40.359,"Huawei-Guest",7c:c3:85:7c:e2:52,-55,-75,49,264,1,0,default
2025-01-13 14:08:41.712,"Huawei-Guest",7c:c3:85:7c:e2:52,-53,-75,53,190,1,0,default
2025-01-13 14:08:43.001,"Huawei-Guest",7c:c3:85:7c:e2:52,-54,-75,51,268,1,0,default
2025-01-13 14:08:44.466,"Huawei-Guest",7c:c3:85:7c:e2:52,-63,-75,57,199,1,0,default
2025-01-13 14:08:45.778,"Huawei-Guest",7c:c3:85:7c:e2:52,-66,-75,76,233,1,0,default
2025-01-13 14:08:47.132,"Huawei-Guest",7c:c3:85:7c:e2:52,-68,-75,67,332,1,0,default
2025-01-13 14:08:48.558,"Huawei-Guest",7c:c3:85:7c:e2:52,-71,-75,47,194,1,0,default
2025-01-13 14:08:49.878,"Huawei-Guest",7c:c3:85:7c:e2:52,-74,-75,109,340,1,0,default
2025-01-13 14:08:51.364,"Huawei-Guest",7c:c3:85:7c:e1:32,-43,-75,44,181,1,0,default
2025-01-13 14:08:52.628,"Huawei-Guest",7c:c3:85:7c:e1:32,-43,-75,68,241,1,0,default
2025-01-13 14:08:53.967,"Huawei-Guest",7c:c3:85:7c:e1:32,-45,-75,46,248,1,0,default
2025-01-13 14:08:55.301,"Huawei-Guest",7c:c3:85:7c:e1:32,-47,-75,33,189,1,0,default
2025-01-13 14:08:56.563,"Huawei-Guest",7c:c3:85:7c:e1:32,-57,-75,168,504,1,0,default
2025-01-13 14:08:58.274,"Huawei-Guest",7c:c3:85:7c:e1:32,-60,-75,161,236,1,0,default
2025-01-13 14:08:59.709,"Huawei-Guest",7c:c3:85:7c:e1:32,-71,-75,34,365,1,0,default
2025-01-13 14:09:01.141,"Huawei-Guest",7c:c3:85:7c:e1:32,-74,-75,36,265,1,0,default
2025-01-13 14:09:02.470,"Huawei-Guest",7c:c3:85:7c:e1:32,-80,-75,324,394,1,0,default
2025-01-13 14:09:05.366,"Huawei-Guest",7c:c3:85:7c:e1:32,-79,-75,68,197,1,0,default
2025-01-13 14:09:06.851,"Huawei-Guest",7c:c3:85:7c:e1:32,-81,-75,44,460,1,0,default
2025-01-13 14:09:08.414,"Huawei-Guest",7c:c3:85:7c:e1:32,-82,-75,36,213,1,0,default
2025-01-13 14:09:09.712,"Huawei-Guest",7c:c3:85:7c:e1:32,-79,-75,46,201,1,0,Door1_1
