time,ssid,bssid,rssi,rsrp1,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-13 14:25:50.037,"Huawei-Guest",7c:c3:85:7c:e2:52,-50,-87,53,436,1,0,default
2025-01-13 14:25:51.548,"Huawei-Guest",7c:c3:85:7c:e2:52,-48,-87,37,373,1,0,default
2025-01-13 14:25:52.986,"Huawei-Guest",7c:c3:85:7c:e2:52,-47,-87,62,234,1,0,default
2025-01-13 14:25:54.313,"Huawei-Guest",7c:c3:85:7c:e2:52,-47,-87,57,351,1,0,default
2025-01-13 14:25:55.749,"Huawei-Guest",7c:c3:85:7c:e2:52,-45,-87,48,257,1,0,default
2025-01-13 14:25:57.080,"Huawei-Guest",7c:c3:85:7c:e2:52,-46,-87,35,372,1,0,default
2025-01-13 14:25:58.518,"Huawei-Guest",7c:c3:85:7c:e2:52,-44,-87,55,210,1,0,default
2025-01-13 14:25:59.824,"Huawei-Guest",7c:c3:85:7c:e2:52,-45,-87,49,277,1,0,default
2025-01-13 14:26:01.192,"Huawei-Guest",7c:c3:85:7c:e2:52,-42,-87,36,362,1,0,default
2025-01-13 14:26:02.619,"Huawei-Guest",7c:c3:85:7c:e2:52,-52,-87,56,242,1,0,default
2025-01-13 14:26:03.948,"Huawei-Guest",7c:c3:85:7c:e2:52,-52,-87,48,354,1,0,default
2025-01-13 14:26:05.375,"Huawei-Guest",7c:c3:85:7c:e2:52,-53,-87,57,203,1,0,default
2025-01-13 14:26:06.680,"Huawei-Guest",7c:c3:85:7c:e2:52,-54,-87,63,271,1,0,default
2025-01-13 14:26:08.038,"Huawei-Guest",7c:c3:85:7c:e2:52,-55,-87,50,356,1,0,default
2025-01-13 14:26:09.485,"Huawei-Guest",7c:c3:85:7c:e2:52,-60,-87,34,365,1,0,default
2025-01-13 14:26:11.067,"Huawei-Guest",7c:c3:85:7c:e2:52,-66,-87,57,195,1,0,default
2025-01-13 14:26:12.355,"Huawei-Guest",7c:c3:85:7c:e2:52,-68,-87,60,209,1,0,default
2025-01-13 14:26:13.657,"Huawei-Guest",7c:c3:85:7c:e2:52,-71,-87,217,480,1,0,default
2025-01-13 14:26:15.389,"Huawei-Guest",7c:c3:85:7c:e2:52,-74,-87,31,410,1,0,default
2025-01-13 14:26:16.854,"Huawei-Guest",7c:c3:85:7c:e1:32,-42,-87,42,204,1,0,default
2025-01-13 14:26:18.139,"Huawei-Guest",7c:c3:85:7c:e1:32,-43,-70,48,263,1,0,default
2025-01-13 14:26:19.480,"Huawei-Guest",7c:c3:85:7c:e1:32,-44,-70,34,263,1,0,default
2025-01-13 14:26:20.811,"Huawei-Guest",7c:c3:85:7c:e1:32,-49,-70,48,461,1,0,default
2025-01-13 14:26:22.345,"Huawei-Guest",7c:c3:85:7c:e1:32,-55,-70,104,318,1,0,default
2025-01-13 14:26:23.946,"Huawei-Guest",7c:c3:85:7c:e1:32,-68,-70,240,345,1,0,default
2025-01-13 14:26:25.556,"Huawei-Guest",7c:c3:85:7c:e1:32,-76,-70,408,403,1,0,default
2025-01-13 14:26:27.437,"Huawei-Guest",7c:c3:85:7c:e1:32,-77,-70,27,198,1,0,default
2025-01-13 14:26:28.750,"Huawei-Guest",7c:c3:85:7c:e1:32,-80,-70,140,194,1,0,default
2025-01-13 14:26:30.125,"Huawei-Guest",7c:c3:85:7c:e1:32,-82,-70,198,184,1,0,default
2025-01-13 14:26:32.398,"Huawei-Guest",7c:c3:85:7c:e1:32,-80,-70,48,200,1,0,default
2025-01-13 14:26:33.692,"Huawei-Guest",7c:c3:85:7c:e1:32,-82,-70,70,201,1,0,default
2025-01-13 14:26:35.006,"Huawei-Guest",7c:c3:85:7c:e1:32,-81,-70,27,211,1,0,Door1_1
2025-01-13 14:26:36.341,"Huawei-Guest",7c:c3:85:7c:e2:d2,-86,-70,28,195,1,0,default
