time,ssid,bssid,rssi,rsrp1,rsrp2,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-12 21:07:00.848,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-30,,61,195,1,0,default
2025-01-12 21:07:02.195,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-30,,120,199,1,0,default
2025-01-12 21:07:03.635,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-36,,25,218,1,0,default
2025-01-12 21:07:04.999,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-36,,48,210,1,0,default
2025-01-12 21:07:06.364,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-39,,32,171,1,0,default
2025-01-12 21:07:07.670,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-39,,33,179,1,0,default
2025-01-12 21:07:09.016,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-35,,62,181,1,0,default
2025-01-12 21:07:10.357,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-35,,37,182,1,0,default
2025-01-12 21:07:11.684,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-35,,46,225,1,0,default
2025-01-12 21:07:13.086,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-33,,38,175,1,0,default
2025-01-12 21:07:14.405,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-33,,33,193,1,0,default
2025-01-12 21:07:15.724,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-35,,41,224,1,0,default
2025-01-12 21:07:17.148,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-35,,60,177,1,0,default
2025-01-12 21:07:18.485,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-35,,40,168,1,0,default
2025-01-12 21:07:19.827,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-35,,37,208,1,0,default
2025-01-12 21:07:21.181,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-32,,35,231,1,0,default
2025-01-12 21:07:22.541,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-32,,59,171,1,0,default
2025-01-12 21:07:23.881,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-28,,99,167,1,0,default
2025-01-12 21:07:25.235,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-28,,40,219,1,0,default
2025-01-12 21:07:26.602,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-28,,38,172,1,0,default
2025-01-12 21:07:27.951,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-28,,31,173,1,0,default
2025-01-12 21:07:29.257,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-28,,63,153,1,0,default
2025-01-12 21:07:30.575,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-33,,41,187,1,0,default
2025-01-12 21:07:31.910,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-33,,25,181,1,0,default
2025-01-12 21:07:33.218,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-43,,26,177,1,0,default
2025-01-12 21:07:34.532,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-43,,23,171,1,0,default
2025-01-12 21:07:35.830,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-43,,43,216,1,0,default
2025-01-12 21:07:37.210,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-45,,52,172,1,0,default
2025-01-12 21:07:38.525,"Xiaomi_pp",50:d2:f5:9c:a0:2f,-45,,54,183,1,0,default
