time,ssid,bssid,rssi,rsrp1,rsrp2,rtt1,rtt2,using_wifi,using_cell,manual_flag
2025-01-12 21:09:18.233,"Xiaomi_pp",50:d2:f5:9c:a0:30,-41,,28,215,1,0,default
2025-01-12 21:09:19.540,"Xiaomi_pp",50:d2:f5:9c:a0:30,-41,,52,166,1,0,default
2025-01-12 21:09:20.871,"Xiaomi_pp",50:d2:f5:9c:a0:30,-40,,34,219,1,0,default
2025-01-12 21:09:22.227,"Xiaomi_pp",50:d2:f5:9c:a0:30,-40,,54,220,1,0,default
2025-01-12 21:09:23.627,"Xiaomi_pp",50:d2:f5:9c:a0:30,-43,,21,207,1,0,default
2025-01-12 21:09:24.997,"Xiaomi_pp",50:d2:f5:9c:a0:30,-43,,32,234,1,0,default
2025-01-12 21:09:26.366,"Xiaomi_pp",50:d2:f5:9c:a0:30,-48,,33,242,1,0,default
2025-01-12 21:09:27.755,"Xiaomi_pp",50:d2:f5:9c:a0:30,-48,,31,190,1,0,default
2025-01-12 21:09:29.108,"Xiaomi_pp",50:d2:f5:9c:a0:30,-47,,33,219,1,0,default
2025-01-12 21:09:30.474,"Xiaomi_pp",50:d2:f5:9c:a0:30,-47,,48,190,1,0,default
2025-01-12 21:09:31.818,"Xiaomi_pp",50:d2:f5:9c:a0:30,-47,,31,182,1,0,default
2025-01-12 21:09:33.135,"Xiaomi_pp",50:d2:f5:9c:a0:30,-42,,33,227,1,0,default
2025-01-12 21:09:34.511,"Xiaomi_pp",50:d2:f5:9c:a0:30,-42,,27,215,1,0,default
2025-01-12 21:09:35.863,"Xiaomi_pp",50:d2:f5:9c:a0:30,-39,,35,243,1,0,default
2025-01-12 21:09:37.249,"Xiaomi_pp",50:d2:f5:9c:a0:30,-39,,32,223,1,0,default
2025-01-12 21:09:38.627,"Xiaomi_pp",50:d2:f5:9c:a0:30,-42,,19,153,1,0,default
2025-01-12 21:09:39.914,"Xiaomi_pp",50:d2:f5:9c:a0:30,-42,,20,160,1,0,default
2025-01-12 21:09:41.182,"Xiaomi_pp",50:d2:f5:9c:a0:30,-42,,21,162,1,0,default
2025-01-12 21:09:42.457,"Xiaomi_pp",50:d2:f5:9c:a0:30,-38,,20,195,1,0,default
2025-01-12 21:09:43.767,"Xiaomi_pp",50:d2:f5:9c:a0:30,-38,,34,223,1,0,default
2025-01-12 21:09:45.132,"Xiaomi_pp",50:d2:f5:9c:a0:30,-46,,32,233,1,0,default
2025-01-12 21:09:46.499,"Xiaomi_pp",50:d2:f5:9c:a0:30,-46,,31,206,1,0,default
2025-01-12 21:09:47.851,"Xiaomi_pp",50:d2:f5:9c:a0:30,-45,,31,155,1,0,default
2025-01-12 21:09:49.154,"Xiaomi_pp",50:d2:f5:9c:a0:30,-45,,76,191,1,0,default
2025-01-12 21:09:50.532,"Xiaomi_pp",50:d2:f5:9c:a0:30,-42,,37,221,1,0,default
2025-01-12 21:09:51.903,"Xiaomi_pp",50:d2:f5:9c:a0:30,-42,,21,155,1,0,default
2025-01-12 21:09:53.205,"Xiaomi_pp",50:d2:f5:9c:a0:30,-42,,30,223,1,0,default
2025-01-12 21:09:54.579,"Xiaomi_pp",50:d2:f5:9c:a0:30,-41,,52,167,1,0,default
2025-01-12 21:09:55.902,"Xiaomi_pp",50:d2:f5:9c:a0:30,-41,,32,228,1,0,default
2025-01-12 21:09:57.259,"Xiaomi_pp",50:d2:f5:9c:a0:30,-43,,21,188,1,0,default
2025-01-12 21:09:58.579,"Xiaomi_pp",50:d2:f5:9c:a0:30,-43,,51,178,1,0,default
2025-01-12 21:09:59.938,"Xiaomi_pp",50:d2:f5:9c:a0:30,-46,,31,205,1,0,default
2025-01-12 21:10:01.290,"Xiaomi_pp",50:d2:f5:9c:a0:30,-46,,19,172,1,0,default
2025-01-12 21:10:02.586,"Xiaomi_pp",50:d2:f5:9c:a0:30,-42,,30,212,1,0,default
2025-01-12 21:10:03.936,"Xiaomi_pp",50:d2:f5:9c:a0:30,-42,,20,183,1,0,default
2025-01-12 21:10:05.252,"Xiaomi_pp",50:d2:f5:9c:a0:30,-42,,24,224,1,0,default
2025-01-12 21:10:06.604,"Xiaomi_pp",50:d2:f5:9c:a0:30,-44,,49,175,1,0,default
